ISLAND DIAMETER REPORT
Generated on: Wed Feb 18 20:36:09 2026
-------------------------------------------------------------------------------------
Island File                    | Size   | Diameter   | Furthest Pair
islands/island_23812.txt       | 4      | 2          | overtowers <-> overpower
islands/island_23816.txt       | 4      | 2          | extroverts <-> extravert
islands/island_23817.txt       | 4      | 2          | biologisms <-> biologist
islands/island_23818.txt       | 4      | 2          | gormand <-> gourmands
islands/island_23836.txt       | 4      | 2          | orthotics <-> orthoptic
islands/island_23840.txt       | 4      | 3          | abhorrencies <-> abhorrency
islands/island_23845.txt       | 4      | 3          | rabidly <-> validly
islands/island_23846.txt       | 4      | 2          | skeptical <-> septimal
islands/island_23850.txt       | 4      | 2          | rockaway <-> lockaways
islands/island_23861.txt       | 4      | 2          | complementizers <-> complementiser
islands/island_23873.txt       | 4      | 2          | prioritisations <-> prioritization
islands/island_23879.txt       | 4      | 2          | promethiums <-> prometheum
islands/island_23886.txt       | 4      | 2          | probabilists <-> probabilism
islands/island_23891.txt       | 4      | 2          | nuclearisation <-> nuclearizations
islands/island_23897.txt       | 4      | 3          | sneakiness <-> shadiness
islands/island_23904.txt       | 4      | 2          | rejigging <-> derigging
islands/island_23923.txt       | 4      | 2          | zoophilists <-> zoophilism
islands/island_23924.txt       | 4      | 2          | dehydrations <-> rehydration
islands/island_23926.txt       | 4      | 2          | strongyles <-> strongyl
islands/island_23928.txt       | 4      | 2          | blacktops <-> blacktip
islands/island_23929.txt       | 4      | 2          | overprint <-> overpaints
islands/island_23951.txt       | 4      | 2          | hopbines <-> hopbind
islands/island_23959.txt       | 4      | 2          | dragoon <-> dragons
islands/island_23972.txt       | 4      | 2          | parameciums <-> paramaecium
islands/island_23989.txt       | 4      | 2          | flugelhorns <-> fluegelhorn
islands/island_23993.txt       | 4      | 2          | protospathaire <-> protospataires
islands/island_24009.txt       | 4      | 2          | curialisms <-> curialist
islands/island_24010.txt       | 4      | 2          | gadroon <-> godroons
islands/island_24013.txt       | 4      | 2          | akathisias <-> acathisia
islands/island_24024.txt       | 4      | 2          | kabeljou <-> kabeljouws
islands/island_24037.txt       | 4      | 2          | leylandi <-> leylandiis
islands/island_24041.txt       | 4      | 2          | intrados <-> intraday
islands/island_24048.txt       | 4      | 3          | inhabitancies <-> inhabitancy
islands/island_24049.txt       | 4      | 2          | bicameralism <-> bicameralists
islands/island_24057.txt       | 4      | 2          | zikkurats <-> zikurat
islands/island_24073.txt       | 4      | 2          | pentobarbitals <-> pentabarbital
islands/island_24075.txt       | 4      | 3          | plumeria <-> plumberies
islands/island_24085.txt       | 4      | 3          | dyothelitic <-> ditheletic
islands/island_24087.txt       | 4      | 2          | degerm <-> deperms
islands/island_24093.txt       | 4      | 2          | mouldboard <-> moldboards
islands/island_24099.txt       | 4      | 2          | keramic <-> ceramics
islands/island_24101.txt       | 4      | 3          | indigenity <-> undignify
islands/island_24113.txt       | 4      | 2          | despotat <-> despotates
islands/island_24115.txt       | 4      | 3          | palliasse <-> galleasses
islands/island_24116.txt       | 4      | 2          | mitzvah <-> mitsvahs
islands/island_24130.txt       | 4      | 2          | ticktacks <-> ticktock
islands/island_24143.txt       | 4      | 2          | pushpit <-> pushpins
islands/island_24173.txt       | 4      | 2          | atomisation <-> atomizations
islands/island_24174.txt       | 4      | 2          | munifiences <-> munificence
islands/island_24180.txt       | 4      | 2          | tetragons <-> tetraxon
islands/island_24181.txt       | 4      | 2          | denationalizing <-> renationalising
islands/island_24187.txt       | 4      | 2          | coccolites <-> coccolith
islands/island_24188.txt       | 4      | 2          | decommission <-> recommissions
islands/island_24191.txt       | 4      | 2          | citification <-> cityfications
islands/island_24195.txt       | 4      | 2          | prenotified <-> renotifies
islands/island_24196.txt       | 4      | 2          | ailments <-> bailment
islands/island_24197.txt       | 4      | 2          | beylik <-> beylics
islands/island_24201.txt       | 4      | 2          | debouchments <-> debauchment
islands/island_24207.txt       | 4      | 2          | coreligionist <-> correligionists
islands/island_24212.txt       | 4      | 2          | harmalin <-> harmalines
islands/island_24215.txt       | 4      | 2          | systemization <-> systemisations
islands/island_24221.txt       | 4      | 3          | nightlives <-> nightlike
islands/island_24240.txt       | 4      | 2          | chestnut <-> chesnuts
islands/island_24242.txt       | 4      | 2          | recollect <-> recollets
islands/island_24253.txt       | 4      | 2          | kielbasas <-> kielbasi
islands/island_24265.txt       | 4      | 2          | normalisable <-> formalizable
islands/island_24283.txt       | 4      | 2          | weatherization <-> weatherisations
islands/island_24293.txt       | 4      | 2          | handsbreadth <-> handbreadths
islands/island_24294.txt       | 4      | 3          | intumescency <-> intumescencies
islands/island_24323.txt       | 4      | 2          | occupied <-> occupiers
islands/island_24325.txt       | 4      | 2          | declaimant <-> reclaimants
islands/island_24335.txt       | 4      | 2          | adbot <-> abbots
islands/island_24343.txt       | 4      | 3          | panspermic <-> panspermies
islands/island_24348.txt       | 4      | 2          | gallicisations <-> gallicization
islands/island_24357.txt       | 4      | 2          | parazoa <-> parazoon
islands/island_24359.txt       | 4      | 2          | minibikers <-> minibike
islands/island_24367.txt       | 4      | 2          | canstick <-> pansticks
islands/island_24375.txt       | 4      | 2          | finitism <-> finitists
islands/island_24377.txt       | 4      | 2          | preferentially <-> deferentially
islands/island_24379.txt       | 4      | 2          | cryptanalyst <-> cryptanalysis
islands/island_24410.txt       | 4      | 2          | nobilesses <-> noblesse
islands/island_24451.txt       | 4      | 3          | strappadoed <-> strappado
islands/island_24461.txt       | 4      | 3          | neological <-> gemmological
islands/island_24465.txt       | 4      | 2          | remineralizing <-> demineralising
islands/island_24484.txt       | 4      | 3          | persistency <-> persistencies
islands/island_24487.txt       | 4      | 2          | shipload <-> shitloads
islands/island_24488.txt       | 4      | 2          | pyrrhotites <-> pyrrhotine
islands/island_24489.txt       | 4      | 2          | accompanyist <-> accompanists
islands/island_24494.txt       | 4      | 2          | interactionists <-> interactionism
islands/island_24508.txt       | 4      | 2          | trophotaxes <-> tropotaxis
islands/island_24509.txt       | 4      | 2          | goalballs <-> coalball
islands/island_24515.txt       | 4      | 3          | buffalo <-> buffaloed
islands/island_24523.txt       | 4      | 2          | beslobbers <-> beslubber
islands/island_24532.txt       | 4      | 2          | carotinoids <-> carotenoid
islands/island_24544.txt       | 4      | 2          | councilorship <-> councillorships
islands/island_24550.txt       | 4      | 3          | subaural <-> subduals
islands/island_24553.txt       | 4      | 2          | precheck <-> rechecks
islands/island_24567.txt       | 4      | 2          | pansexualist <-> pansexualisms
islands/island_24579.txt       | 4      | 2          | osmund <-> osmundas
islands/island_24593.txt       | 4      | 2          | regroom <-> legrooms
islands/island_24596.txt       | 4      | 2          | brutalizations <-> brutalisation
islands/island_24599.txt       | 4      | 2          | encroachers <-> encroached
islands/island_24601.txt       | 4      | 2          | mayorship <-> majorships
islands/island_24611.txt       | 4      | 2          | echelle <-> ecuelles
islands/island_24622.txt       | 4      | 2          | escalation <-> scalations
islands/island_24624.txt       | 4      | 2          | pepperier <-> pepperers
islands/island_24628.txt       | 4      | 3          | electabilities <-> detestabilities
islands/island_24630.txt       | 4      | 2          | glyceryl <-> glycerols
islands/island_24638.txt       | 4      | 2          | salinisation <-> salinizations
islands/island_24643.txt       | 4      | 2          | loxygen <-> oxygens
islands/island_24654.txt       | 4      | 2          | syndesis <-> syneses
islands/island_24669.txt       | 4      | 2          | braciolas <-> braciole
islands/island_24681.txt       | 4      | 2          | dishallows <-> disallow
islands/island_24692.txt       | 4      | 2          | lavoltas <-> lavolt
islands/island_24698.txt       | 4      | 2          | planogamete <-> aplanogametes
islands/island_24699.txt       | 4      | 3          | doggishnesses <-> waggishnesses
islands/island_24703.txt       | 4      | 2          | porringers <-> porrenger
islands/island_24709.txt       | 4      | 2          | encloisters <-> uncloister
islands/island_24727.txt       | 4      | 2          | sopaipillas <-> sopapilla
islands/island_24731.txt       | 4      | 2          | anbury <-> unbusy
islands/island_24732.txt       | 4      | 1          | camorristi <-> camorrist
islands/island_24736.txt       | 4      | 2          | timpanists <-> tympanist
islands/island_24746.txt       | 4      | 2          | vitamines <-> vitamin
islands/island_24764.txt       | 4      | 3          | erudite <-> crudities
islands/island_24770.txt       | 4      | 3          | insufficiencies <-> insufficiency
islands/island_24785.txt       | 4      | 2          | reignition <-> preignitions
islands/island_24792.txt       | 4      | 2          | haffits <-> haffet
islands/island_24794.txt       | 4      | 2          | manyata <-> manyattas
islands/island_24805.txt       | 4      | 2          | phenogam <-> phaenogams
islands/island_24807.txt       | 4      | 3          | lipotropies <-> lipotropic
islands/island_24832.txt       | 4      | 2          | savarins <-> navarin
islands/island_24844.txt       | 4      | 3          | dromedaries <-> dromedary
islands/island_24846.txt       | 4      | 3          | branchlines <-> ranchlike
islands/island_24850.txt       | 4      | 2          | liturgism <-> liturgists
islands/island_24853.txt       | 4      | 2          | reoxidations <-> deoxidation
islands/island_24864.txt       | 4      | 2          | cudgeling <-> cudgellings
islands/island_24867.txt       | 4      | 3          | consorters <-> contorted
islands/island_24870.txt       | 4      | 2          | exhibitionists <-> exhibitionism
islands/island_24882.txt       | 4      | 2          | calisthenics <-> callisthenic
islands/island_24891.txt       | 4      | 2          | favorite <-> favourites
islands/island_24902.txt       | 4      | 2          | zinckenites <-> zinkenite
islands/island_24918.txt       | 4      | 2          | foolhardizes <-> foolhardise
islands/island_24925.txt       | 4      | 2          | keelyvine <-> keelivines
islands/island_24933.txt       | 4      | 2          | interlocation <-> interlocutions
islands/island_24941.txt       | 4      | 2          | unjams <-> undam
islands/island_24947.txt       | 4      | 2          | stoneraws <-> stonerag
islands/island_24962.txt       | 4      | 2          | snorkeling <-> snorkellings
islands/island_24973.txt       | 4      | 2          | levulin <-> laevulins
islands/island_24974.txt       | 4      | 2          | chlorpicrins <-> chloropicrin
islands/island_24987.txt       | 4      | 2          | econometers <-> iconometer
islands/island_24989.txt       | 4      | 2          | aldolisations <-> aldolization
islands/island_24991.txt       | 4      | 2          | epiloguizing <-> epilogising
islands/island_25016.txt       | 4      | 2          | homoblasty <-> homoplasy
islands/island_25021.txt       | 4      | 2          | confederate <-> nonfederated
islands/island_25026.txt       | 4      | 2          | parvolin <-> parvolines
islands/island_25027.txt       | 4      | 2          | watersiders <-> waterside
islands/island_25030.txt       | 4      | 3          | ninety <-> cicely
islands/island_25036.txt       | 4      | 2          | vinegarettes <-> vinegarrette
islands/island_25037.txt       | 4      | 2          | somatisms <-> somatist
islands/island_25052.txt       | 4      | 2          | indefensible <-> indefeasibly
islands/island_25053.txt       | 4      | 2          | nontheist <-> nontheisms
islands/island_25059.txt       | 4      | 2          | ferrocyanogen <-> ferricyanogens
islands/island_25063.txt       | 4      | 2          | rubout <-> runouts
islands/island_25084.txt       | 4      | 2          | disrelations <-> misrelation
islands/island_25088.txt       | 4      | 2          | towards <-> coward
islands/island_25094.txt       | 4      | 2          | migrators <-> emigratory
islands/island_25095.txt       | 4      | 2          | varicose <-> varicosis
islands/island_25097.txt       | 4      | 2          | carnaubas <-> carnahuba
islands/island_25106.txt       | 4      | 3          | scalenus <-> scaleni
islands/island_25110.txt       | 4      | 2          | creolizations <-> creolisation
islands/island_25111.txt       | 4      | 2          | phthisic <-> phthises
islands/island_25113.txt       | 4      | 2          | cellarettes <-> collarette
islands/island_25118.txt       | 4      | 3          | animalcules <-> animalcular
islands/island_25129.txt       | 4      | 2          | purpures <-> purpura
islands/island_25141.txt       | 4      | 2          | outsailed <-> outsmiles
islands/island_25146.txt       | 4      | 2          | neatnik <-> beatniks
islands/island_25150.txt       | 4      | 2          | resorption <-> desorptions
islands/island_25169.txt       | 4      | 2          | psammophil <-> psammophiles
islands/island_25176.txt       | 4      | 2          | immobilisations <-> immobilization
islands/island_25183.txt       | 4      | 2          | contraction <-> contraptions
islands/island_25185.txt       | 4      | 2          | perfectibilisms <-> perfectibilist
islands/island_25187.txt       | 4      | 2          | unhearting <-> inhearsing
islands/island_25192.txt       | 4      | 3          | consonancy <-> consonancies
islands/island_25207.txt       | 4      | 2          | hylozoism <-> hylozoists
islands/island_25214.txt       | 4      | 2          | pixilating <-> pixellating
islands/island_25239.txt       | 4      | 2          | germanization <-> germanisations
islands/island_25246.txt       | 4      | 3          | forceably <-> gorgeable
islands/island_25275.txt       | 4      | 2          | grandsir <-> grandsires
islands/island_25279.txt       | 4      | 2          | defeminisation <-> defeminizations
islands/island_25284.txt       | 4      | 2          | nuisance <-> nuisancers
islands/island_25290.txt       | 4      | 2          | mumpreneur <-> mompreneurs
islands/island_25291.txt       | 4      | 2          | empeach <-> impleach
islands/island_25293.txt       | 4      | 2          | spatialisations <-> spatialization
islands/island_25304.txt       | 4      | 3          | sharpeners <-> shapened
islands/island_25317.txt       | 4      | 2          | memoir <-> momoirs
islands/island_25326.txt       | 4      | 2          | sclerotisations <-> sclerotization
islands/island_25333.txt       | 4      | 2          | petnapping <-> petnapings
islands/island_25334.txt       | 4      | 2          | ulzies <-> ulyie
islands/island_25342.txt       | 4      | 2          | dogtail <-> dogstails
islands/island_25354.txt       | 4      | 2          | drowsihead <-> drowsiheds
islands/island_25355.txt       | 4      | 2          | narcoterrorists <-> narcoterrorism
islands/island_25365.txt       | 4      | 2          | deamination <-> delaminations
islands/island_25372.txt       | 4      | 2          | tsesarevich <-> tsesarewitch
islands/island_25379.txt       | 4      | 2          | sanguines <-> anguine
islands/island_25392.txt       | 4      | 2          | pycnodysostoses <-> pyknodysostosis
islands/island_25397.txt       | 4      | 2          | rabbinism <-> rabbinists
islands/island_25398.txt       | 4      | 2          | possibilist <-> possibilisms
islands/island_25400.txt       | 4      | 2          | mannerisms <-> mannerist
islands/island_25413.txt       | 4      | 2          | misbegins <-> misbegan
islands/island_25416.txt       | 4      | 2          | ruggedizations <-> ruggedisation
islands/island_25425.txt       | 4      | 2          | photograms <-> phonogram
islands/island_25441.txt       | 4      | 2          | prohibitionists <-> prohibitionism
islands/island_25450.txt       | 4      | 2          | sozin <-> sozines
islands/island_25453.txt       | 4      | 2          | noctuids <-> noctuoid
islands/island_25457.txt       | 4      | 2          | indicolites <-> indigolite
islands/island_25470.txt       | 4      | 2          | necromaniacs <-> necromania
islands/island_25506.txt       | 4      | 2          | arbalester <-> arbalisters
islands/island_25508.txt       | 4      | 2          | sunstones <-> gunstone
islands/island_25509.txt       | 4      | 2          | sericitisations <-> sericitization
islands/island_25512.txt       | 4      | 2          | metamorphism <-> metamorphists
islands/island_25517.txt       | 4      | 2          | mycologists <-> myologist
islands/island_25528.txt       | 4      | 2          | bichloride <-> dichlorides
islands/island_25530.txt       | 4      | 2          | tostada <-> tostados
islands/island_25555.txt       | 4      | 1          | filariae <-> filarial
islands/island_25565.txt       | 4      | 2          | cancerphobias <-> cancerophobia
islands/island_25567.txt       | 4      | 2          | restart <-> redstarts
islands/island_25583.txt       | 4      | 2          | corpuscule <-> corpuscles
islands/island_25632.txt       | 4      | 2          | pipage <-> pipeages
islands/island_25633.txt       | 4      | 2          | tabefactions <-> labefaction
islands/island_25640.txt       | 4      | 2          | cascaras <-> mascara
islands/island_25644.txt       | 4      | 3          | jejunal <-> jeune
islands/island_25648.txt       | 4      | 2          | greybacks <-> grayback
islands/island_25660.txt       | 4      | 2          | metrosexuals <-> retrosexual
islands/island_25669.txt       | 4      | 2          | illustrateds <-> illustrate
islands/island_25672.txt       | 4      | 2          | parakeets <-> parrakeet
islands/island_25679.txt       | 4      | 2          | isochor <-> isochores
islands/island_25680.txt       | 4      | 2          | predikants <-> predicant
islands/island_25691.txt       | 4      | 2          | deforestations <-> reforestation
islands/island_25699.txt       | 4      | 3          | thyrsus <-> thyrsi
islands/island_25747.txt       | 4      | 2          | cesarevitches <-> cesarewiches
islands/island_25751.txt       | 4      | 2          | inosine <-> inosites
islands/island_25753.txt       | 4      | 2          | solmizations <-> solmisation
islands/island_25774.txt       | 4      | 2          | dogskins <-> doeskin
islands/island_25797.txt       | 4      | 2          | coinvestors <-> coinventor
islands/island_25802.txt       | 4      | 1          | megafaunas <-> megafaunae
islands/island_25824.txt       | 4      | 2          | succursales <-> succursal
islands/island_25825.txt       | 4      | 2          | zambuk <-> zambucks
islands/island_25842.txt       | 4      | 2          | tabboulehs <-> tabouleh
islands/island_25849.txt       | 4      | 3          | multivalencies <-> multivalency
islands/island_25852.txt       | 4      | 2          | coastguardsman <-> coastguardmen
islands/island_25871.txt       | 4      | 2          | albizzia <-> albizias
islands/island_25878.txt       | 4      | 3          | puftaloon <-> pufftaloonas
islands/island_25883.txt       | 4      | 2          | evocator <-> revocatory
islands/island_25887.txt       | 4      | 2          | cryptesthesias <-> cryptaesthesia
islands/island_25888.txt       | 4      | 2          | bedsocks <-> bedrock
islands/island_25893.txt       | 4      | 2          | flimflammed <-> flimflammery
islands/island_25900.txt       | 4      | 2          | mistletoe <-> misletoes
islands/island_25901.txt       | 4      | 2          | serranoid <-> serranids
islands/island_25902.txt       | 4      | 2          | nonunionist <-> nonunionisms
islands/island_25912.txt       | 4      | 2          | catholytes <-> catolyte
islands/island_25919.txt       | 4      | 2          | aircraftsmen <-> aircraftman
islands/island_25935.txt       | 4      | 2          | kreasoting <-> creosoting
islands/island_25944.txt       | 4      | 2          | histrions <-> histrio
islands/island_25945.txt       | 4      | 3          | luxuriancy <-> luxuriancies
islands/island_25948.txt       | 4      | 2          | molested <-> molesters
islands/island_25949.txt       | 4      | 2          | ozonizations <-> ozonisation
islands/island_25951.txt       | 4      | 2          | transponders <-> transpondor
islands/island_25958.txt       | 4      | 2          | voidance <-> avoidances
islands/island_25959.txt       | 4      | 2          | holdup <-> foldups
islands/island_25968.txt       | 4      | 2          | fallibilist <-> fallibilisms
islands/island_25979.txt       | 4      | 2          | tintinesses <-> tidinesses
islands/island_25980.txt       | 4      | 2          | bitterweed <-> butterweeds
islands/island_25981.txt       | 4      | 2          | queried <-> queriers
islands/island_25994.txt       | 4      | 2          | straightaway <-> straightways
islands/island_26006.txt       | 4      | 2          | balthasars <-> balthazar
islands/island_26009.txt       | 4      | 2          | negociants <-> negotiant
islands/island_26012.txt       | 4      | 2          | bazooka <-> gazookas
islands/island_26029.txt       | 4      | 2          | coweringly <-> gloweringly
islands/island_26041.txt       | 4      | 2          | allegorisations <-> allegorization
islands/island_26043.txt       | 4      | 2          | lozenged <-> lozengy
islands/island_26050.txt       | 4      | 2          | blueprints <-> bluepoint
islands/island_26054.txt       | 4      | 2          | crackpots <-> crockpot
islands/island_26056.txt       | 4      | 2          | decapitalising <-> recapitalizing
islands/island_26061.txt       | 4      | 2          | deconstructors <-> reconstructor
islands/island_26064.txt       | 4      | 2          | tolerationists <-> tolerationism
islands/island_26067.txt       | 4      | 2          | pilocarpines <-> pilocarpin
islands/island_26105.txt       | 4      | 2          | pachadom <-> pashadoms
islands/island_26106.txt       | 4      | 2          | hemiplegia <-> hemiplegics
islands/island_26108.txt       | 4      | 2          | fustanelles <-> fustanella
islands/island_26109.txt       | 4      | 2          | snowcaps <-> snowcat
islands/island_26116.txt       | 4      | 2          | rowdydow <-> rowdedows
islands/island_26132.txt       | 4      | 2          | tendinitises <-> tendonitides
islands/island_26133.txt       | 4      | 2          | pragmatisations <-> pragmatization
islands/island_26138.txt       | 4      | 3          | overreacts <-> overteach
islands/island_26139.txt       | 4      | 2          | filazer <-> filacers
islands/island_26180.txt       | 4      | 2          | panderism <-> ganderisms
islands/island_26194.txt       | 4      | 2          | ballyrag <-> bullyrags
islands/island_26195.txt       | 4      | 3          | incompetencies <-> incompetency
islands/island_26211.txt       | 4      | 2          | relaxedness <-> belatedness
islands/island_26228.txt       | 4      | 3          | octastichon <-> octostichous
islands/island_26280.txt       | 4      | 3          | promptings <-> promoing
islands/island_26285.txt       | 4      | 2          | ephedrin <-> ephedrines
islands/island_26299.txt       | 4      | 2          | incommutably <-> incomputable
islands/island_26300.txt       | 4      | 2          | necropoleis <-> necropoli
islands/island_26313.txt       | 4      | 2          | tombolo <-> tombolas
islands/island_26321.txt       | 4      | 2          | hellgrammite <-> hellgramites
islands/island_26325.txt       | 4      | 2          | motorizations <-> motorisation
islands/island_26336.txt       | 4      | 3          | tastefulnesses <-> masterfulnesses
islands/island_26353.txt       | 4      | 2          | functionalist <-> functionalisms
islands/island_26361.txt       | 4      | 2          | inarguable <-> unarguably
islands/island_26366.txt       | 4      | 2          | rontgenizing <-> roentgenising
islands/island_26371.txt       | 4      | 2          | sphenoid <-> spheroids
islands/island_26376.txt       | 4      | 2          | arapunga <-> arapongas
islands/island_26382.txt       | 4      | 2          | bandicoot <-> baldicoots
islands/island_26394.txt       | 4      | 2          | haplobionts <-> halobiont
islands/island_26412.txt       | 4      | 2          | aquaphobics <-> aquaphobia
islands/island_26422.txt       | 4      | 2          | fluctuation <-> fructuations
islands/island_26428.txt       | 4      | 2          | reweighs <-> preweigh
islands/island_26435.txt       | 4      | 2          | pneumonics <-> pneumonia
islands/island_26461.txt       | 4      | 2          | peptonisation <-> peptonizations
islands/island_26470.txt       | 4      | 2          | bratpacks <-> ratpack
islands/island_26472.txt       | 4      | 2          | derivatisation <-> derivatizations
islands/island_26478.txt       | 4      | 2          | gratulations <-> granulation
islands/island_26481.txt       | 4      | 2          | hemiparasite <-> semiparasites
islands/island_26485.txt       | 4      | 2          | miscontentments <-> discontentment
islands/island_26488.txt       | 4      | 3          | dineric <-> diametric
islands/island_26493.txt       | 4      | 2          | hemosiderin <-> haemosiderins
islands/island_26522.txt       | 4      | 2          | remembrance <-> remembrancers
islands/island_26531.txt       | 4      | 2          | derealisations <-> derealization
islands/island_26533.txt       | 4      | 3          | temulency <-> temulencies
islands/island_26544.txt       | 4      | 2          | oarweeds <-> tarweed
islands/island_26552.txt       | 4      | 2          | tubulation <-> tabulations
islands/island_26555.txt       | 4      | 2          | published <-> publishers
islands/island_26566.txt       | 4      | 2          | scepticisms <-> skepticism
islands/island_26583.txt       | 4      | 2          | cyanamides <-> cyanamid
islands/island_26585.txt       | 4      | 3          | hoidenish <-> hoydenisms
islands/island_26591.txt       | 4      | 2          | vapourware <-> vaporwares
islands/island_26600.txt       | 4      | 2          | graybeards <-> greybeard
islands/island_26603.txt       | 4      | 2          | laurvikites <-> larvikite
islands/island_26608.txt       | 4      | 2          | hooplas <-> whoopla
islands/island_26619.txt       | 4      | 2          | adjudgment <-> adjudgements
islands/island_26623.txt       | 4      | 2          | decimalisations <-> decimalization
islands/island_26628.txt       | 4      | 2          | stringboards <-> springboard
islands/island_26634.txt       | 4      | 2          | reproofs <-> reroof
islands/island_26640.txt       | 4      | 2          | rhodolites <-> rhodonite
islands/island_26643.txt       | 4      | 2          | upsways <-> upstay
islands/island_26653.txt       | 4      | 3          | intermedial <-> intermedins
islands/island_26667.txt       | 4      | 2          | buccaneer <-> buccaniers
islands/island_26669.txt       | 4      | 2          | dybbukkim <-> dibbukim
islands/island_26675.txt       | 4      | 2          | drywall <-> drywells
islands/island_26680.txt       | 4      | 2          | achromatopsias <-> chromatopsia
islands/island_26695.txt       | 4      | 2          | jararaca <-> jararakas
islands/island_26698.txt       | 4      | 2          | hydrazine <-> hydrazides
islands/island_26700.txt       | 4      | 3          | impotency <-> impotencies
islands/island_26719.txt       | 4      | 2          | furbearers <-> forbearer
islands/island_26727.txt       | 4      | 2          | beldam <-> beldames
islands/island_26728.txt       | 4      | 2          | cuspidores <-> cuspidor
islands/island_26732.txt       | 4      | 2          | fulfil <-> fulfills
islands/island_26744.txt       | 4      | 2          | weephole <-> peepholes
islands/island_26751.txt       | 4      | 2          | penman <-> fenmen
islands/island_26753.txt       | 4      | 2          | broomsticks <-> boomstick
islands/island_26763.txt       | 4      | 2          | plotful <-> poutful
islands/island_26772.txt       | 4      | 2          | glyphographs <-> glyptography
islands/island_26825.txt       | 4      | 2          | rehumanising <-> dehumanizing
islands/island_26832.txt       | 4      | 2          | epaulets <-> epaule
islands/island_26843.txt       | 4      | 3          | laparoscopies <-> laparoscopy
islands/island_26858.txt       | 4      | 2          | buckhorns <-> buckthorn
islands/island_26861.txt       | 4      | 2          | mandylion <-> mandilions
islands/island_26862.txt       | 4      | 3          | ponderancies <-> ponderancy
islands/island_26863.txt       | 4      | 2          | cliticizing <-> criticising
islands/island_26865.txt       | 4      | 2          | trafficked <-> traffickers
islands/island_26870.txt       | 4      | 2          | disesteem <-> misesteems
islands/island_26872.txt       | 4      | 2          | backscratched <-> backscratchers
islands/island_26878.txt       | 4      | 2          | resurrectionism <-> resurrectionize
islands/island_26879.txt       | 4      | 2          | tarpaulin <-> tarpaulings
islands/island_26881.txt       | 4      | 2          | pomroys <-> pomeroy
islands/island_26882.txt       | 4      | 2          | sandspits <-> sandpit
islands/island_26890.txt       | 4      | 2          | greylag <-> graylags
islands/island_26904.txt       | 4      | 2          | phonetization <-> phonetisations
islands/island_26916.txt       | 4      | 2          | supersonics <-> supertonic
islands/island_26918.txt       | 4      | 2          | surrogation <-> subrogations
islands/island_26920.txt       | 4      | 3          | proficiency <-> proficiencies
islands/island_26924.txt       | 4      | 2          | fylfot <-> filfots
islands/island_26926.txt       | 4      | 2          | coalitionism <-> coalitionists
islands/island_26931.txt       | 4      | 2          | iconophilisms <-> iconophilist
islands/island_26942.txt       | 4      | 2          | perspired <-> perspiry
islands/island_26946.txt       | 4      | 2          | disremembers <-> misremember
islands/island_26948.txt       | 4      | 2          | ougiya <-> ouguiyas
islands/island_26950.txt       | 4      | 2          | silvered <-> silverier
islands/island_26954.txt       | 4      | 2          | destructivist <-> destructivisms
islands/island_26958.txt       | 4      | 3          | stereoscopies <-> stereoscopy
islands/island_26961.txt       | 4      | 2          | penalization <-> penalisations
islands/island_26965.txt       | 4      | 2          | dimerisations <-> dimerization
islands/island_26975.txt       | 4      | 2          | showerier <-> showered
islands/island_26977.txt       | 4      | 3          | homogeneous <-> homotonous
islands/island_26990.txt       | 4      | 2          | mocuck <-> mococks
islands/island_26994.txt       | 4      | 2          | lasagnes <-> lasagna
islands/island_26997.txt       | 4      | 2          | foreknew <-> foreknown
islands/island_27009.txt       | 4      | 2          | extravagations <-> extravasation
islands/island_27025.txt       | 4      | 3          | sonancies <-> sonancy
islands/island_27052.txt       | 4      | 2          | pintails <-> pigtail
islands/island_27056.txt       | 4      | 2          | zamarro <-> zamarras
islands/island_27069.txt       | 4      | 2          | irrigable <-> irritably
islands/island_27084.txt       | 4      | 2          | secernents <-> secernment
islands/island_27092.txt       | 4      | 2          | elaterins <-> elaterid
islands/island_27102.txt       | 4      | 3          | densify <-> tenuity
islands/island_27103.txt       | 4      | 2          | pearmonger <-> fearmongers
islands/island_27104.txt       | 4      | 2          | zibeths <-> zibet
islands/island_27109.txt       | 4      | 3          | branchlet <-> ranchless
islands/island_27111.txt       | 4      | 2          | syndicalism <-> syndicalists
islands/island_27121.txt       | 4      | 2          | grangerisation <-> grangerizations
islands/island_27129.txt       | 4      | 2          | cashbooks <-> casebook
islands/island_27132.txt       | 4      | 2          | mesencephalon <-> metencephalons
islands/island_27134.txt       | 4      | 2          | ramsons <-> damson
islands/island_27148.txt       | 4      | 2          | dehumidifiers <-> dehumidified
islands/island_27154.txt       | 4      | 2          | maihems <-> mayhem
islands/island_27170.txt       | 4      | 2          | tonometric <-> monomeric
islands/island_27179.txt       | 4      | 2          | demagogisms <-> demagoguism
islands/island_27186.txt       | 4      | 2          | deputisation <-> deputizations
islands/island_27192.txt       | 4      | 3          | tenebrous <-> tenebrio
islands/island_27200.txt       | 4      | 2          | sherardization <-> sherardisations
islands/island_27205.txt       | 4      | 2          | tollbooths <-> tolbooth
islands/island_27212.txt       | 4      | 2          | colouration <-> colorations
islands/island_27216.txt       | 4      | 2          | destabilising <-> restabilizing
islands/island_27233.txt       | 4      | 2          | traducianists <-> traducianism
islands/island_27258.txt       | 4      | 2          | odonatist <-> odontists
islands/island_27267.txt       | 4      | 2          | consortisms <-> consortium
